input_normalized.mass_flow_kg_h,input_normalized.mass_basis,input_normalized.dry_mass_flow_kg_h,input_normalized.moisture_mass_flow_kg_h,input_normalized.moisture_pct,input_normalized.C_pct_dry,input_normalized.H_pct_dry,input_normalized.O_pct_dry,input_normalized.N_pct_dry,input_normalized.S_pct_dry,input_normalized.Cl_pct_dry,input_normalized.ash_pct_dry,input_normalized.cellulose_pct_dry,input_normalized.hemicellulose_pct_dry,input_normalized.lignin_pct_dry,input_normalized.extractives_pct_dry,input_normalized.lhv_mj_kg_dry,input_normalized.hhv_mj_kg_dry,operating_conditions.temperature_c,operating_conditions.pressure_bar,operating_conditions.residence_time_s,operating_conditions.agent,operating_conditions.model,operating_conditions.steam_biomass_ratio,oxidant.o2_stoich_kmol_h,oxidant.o2_in_kmol_h,oxidant.n2_in_kmol_h,oxidant.air_in_kmol_h,oxidant.air_in_kg_h,oxidant.er,oxidant.steam_in_kg_h,yields.char_kg_h,yields.char_pct_dry_feed,yields.tar_cnhm_kg_h,yields.tar_pct_dry_feed,yields.tar_formula,gas.species_kmol_h.CO,gas.species_kmol_h.CO2,gas.species_kmol_h.H2,gas.species_kmol_h.CH4,gas.species_kmol_h.C2H4,gas.species_kmol_h.C2H6,gas.species_kmol_h.H2O,gas.species_kmol_h.N2,gas.species_kmol_h.H2S,gas.species_kmol_h.SO2,gas.species_kmol_h.HCl,gas.species_kmol_h.Cl2,gas.species_kmol_h.NH3,gas.species_kmol_h.HCN,gas.species_kmol_h.NO,gas.species_kmol_h.NO2,gas.species_kmol_h.N2O,gas.dry_flow_nm3_h,gas.wet_flow_nm3_h,gas.dry_composition_mol_pct.CO,gas.dry_composition_mol_pct.CO2,gas.dry_composition_mol_pct.H2,gas.dry_composition_mol_pct.CH4,gas.dry_composition_mol_pct.C2H4,gas.dry_composition_mol_pct.C2H6,gas.dry_composition_mol_pct.N2,gas.dry_composition_mol_pct.H2S,gas.dry_composition_mol_pct.SO2,gas.dry_composition_mol_pct.HCl,gas.dry_composition_mol_pct.Cl2,gas.dry_composition_mol_pct.NH3,gas.dry_composition_mol_pct.HCN,gas.dry_composition_mol_pct.NO,gas.dry_composition_mol_pct.NO2,gas.dry_composition_mol_pct.N2O,gas.wet_composition_mol_pct.CO,gas.wet_composition_mol_pct.CO2,gas.wet_composition_mol_pct.H2,gas.wet_composition_mol_pct.CH4,gas.wet_composition_mol_pct.C2H4,gas.wet_composition_mol_pct.C2H6,gas.wet_composition_mol_pct.H2O,gas.wet_composition_mol_pct.N2,gas.wet_composition_mol_pct.H2S,gas.wet_composition_mol_pct.SO2,gas.wet_composition_mol_pct.HCl,gas.wet_composition_mol_pct.Cl2,gas.wet_composition_mol_pct.NH3,gas.wet_composition_mol_pct.HCN,gas.wet_composition_mol_pct.NO,gas.wet_composition_mol_pct.NO2,gas.wet_composition_mol_pct.N2O,gas.lhv_mj_nm3_dry,gas.cold_gas_efficiency_pct,balances.mass.ok,balances.mass.in_kg_h,balances.mass.out_kg_h,balances.mass.diff_kg_h,balances.mass.rel_error,balances.atomic.ok,balances.atomic.details.C.in_kmol_h,balances.atomic.details.C.out_kmol_h,balances.atomic.details.C.diff_kmol_h,balances.atomic.details.C.rel_error,balances.atomic.details.H.in_kmol_h,balances.atomic.details.H.out_kmol_h,balances.atomic.details.H.diff_kmol_h,balances.atomic.details.H.rel_error,balances.atomic.details.O.in_kmol_h,balances.atomic.details.O.out_kmol_h,balances.atomic.details.O.diff_kmol_h,balances.atomic.details.O.rel_error,balances.atomic.details.N.in_kmol_h,balances.atomic.details.N.out_kmol_h,balances.atomic.details.N.diff_kmol_h,balances.atomic.details.N.rel_error,balances.atomic.details.S.in_kmol_h,balances.atomic.details.S.out_kmol_h,balances.atomic.details.S.diff_kmol_h,balances.atomic.details.S.rel_error,balances.atomic.details.Cl.in_kmol_h,balances.atomic.details.Cl.out_kmol_h,balances.atomic.details.Cl.diff_kmol_h,balances.atomic.details.Cl.rel_error,uncertainty.char_yield_relative_range_pct,uncertainty.tar_yield_relative_range_pct,uncertainty.major_gas_species_absolute_mol_pct_range,uncertainty.note,warnings
100.0,dry,100.0,10.0,10.0,50.0,6.0,42.0,1.0,0.1,0.05,0.85,40.0,25.0,25.0,10.0,,,850.0,1.0,2.0,air,semi_empirical,0.0,4.341483073481907,1.302444922044572,4.89719290688759,6.199637828932162,178.8655947091312,0.3,0.0,10.100000000000001,10.100000000000001,1.8155711431188082,1.8155711431188082,C6H6 pseudo-tar,1.6967188083061235,1.2324033644746704,1.2709874540912711,0.22161225251345285,0.034154729258110285,0.01643204485966227,1.6212563517682455,4.930370195794158,0.002079434393844874,0.0010397171969224372,0.0012458862247296662,8.227550540667609e-05,0.003399660713860758,0.001359864285544303,0.00016998303569303784,4.079592856632908e-05,3.399660713860757e-05,210.96349220192172,247.30233207045518,18.026936780593847,13.093776900932264,13.503716922136848,2.354538681546951,0.3628798962327333,0.17458369201243015,52.383147631419234,0.022093131857633536,0.011046565928816771,0.013237026724207955,0.000874143274240148,0.03611999140000059,0.014447996560000233,0.0018059995700000287,0.00043343989680000685,0.00036119991400000576,15.378041545737965,11.16976487042006,11.519467915039996,2.0085605284229175,0.3095579791674526,0.14893019827226744,14.694095103875004,44.68591810005525,0.018846746051048358,0.009423373025524182,0.011291965428427487,0.0007456958301791738,0.03081248551217303,0.01232499420486921,0.001540624275608651,0.0003697498261460762,0.00030812485512173016,4.903611925254834,61.931188874040195,True,288.8655947091312,288.86559470913124,5.684341886080802e-14,1.967815478961613e-16,True,4.162850720173175,4.162850720173175,0.0,0.0,7.062566908528607,7.062566908528607,0.0,0.0,5.785146894917519,5.785146894917519,0.0,0.0,9.865778688766257,9.865778688766255,-1.7763568394002505e-15,-1.8005237046548718e-16,0.003119151590767311,0.0031191515907673115,4.336808689942018e-19,1.390380865995411e-16,0.0014104372355430183,0.0014104372355430183,0.0,0.0,-30; 40,-50; 100,-5; 5,Screening uncertainty placeholders; replace with validation statistics for a specific reactor/feedstock.,"Dioxin/furan qualitative risk: medium (index 0.45).; Dioxins/furans are reported only as a qualitative risk index; no absolute concentration is predicted.; Minor nitrogen/sulfur/chlorine species are screening estimates, not validated emission predictions."
